,order_id,date,time
87,134,2015-01-02,22:13:24
88,135,2015-01-02,22:29:34
89,136,2015-01-02,22:32:49
90,137,2015-01-03,11:34:10
91,138,2015-01-03,11:44:50
92,140,2015-01-03,12:26:44
93,141,2015-01-03,13:16:01
94,145,2015-01-03,13:53:48
95,147,2015-01-03,14:32:51
96,148,2015-01-03,14:40:42
97,149,2015-01-03,14:48:45
98,150,2015-01-03,14:49:58
99,152,2015-01-03,15:09:42
100,153,2015-01-03,15:16:34
101,154,2015-01-03,15:22:43
102,156,2015-01-03,15:42:19
103,157,2015-01-03,15:43:03
104,160,2015-01-03,16:35:33
105,161,2015-01-03,16:43:46
106,162,2015-01-03,16:51:22
107,163,2015-01-03,16:54:54
108,165,2015-01-03,16:57:37
109,166,2015-01-03,16:58:51
110,167,2015-01-03,17:00:49
111,168,2015-01-03,17:02:27
112,170,2015-01-03,17:21:31
113,171,2015-01-03,17:23:03
114,174,2015-01-03,17:37:49
115,175,2015-01-03,17:50:51
116,177,2015-01-03,17:54:36
117,180,2015-01-03,18:33:34
118,183,2015-01-03,18:54:55
119,184,2015-01-03,18:59:05
120,185,2015-01-03,19:08:33
121,186,2015-01-03,19:36:00
122,189,2015-01-03,20:12:14
123,191,2015-01-03,20:24:50
124,192,2015-01-03,20:30:08
125,193,2015-01-03,20:55:47
126,194,2015-01-03,21:21:24
127,195,2015-01-03,21:25:20
128,196,2015-01-03,21:40:14
129,198,2015-01-03,21:55:42
130,200,2015-01-03,22:24:05
131,201,2015-01-03,22:29:59
132,202,2015-01-03,22:50:29
133,203,2015-01-04,11:30:48
134,204,2015-01-04,11:36:25
135,205,2015-01-04,11:43:54
136,207,2015-01-04,12:03:58
137,208,2015-01-04,12:12:05
138,209,2015-01-04,12:29:17
139,211,2015-01-04,12:54:20
140,213,2015-01-04,13:20:39
141,216,2015-01-04,14:31:56
142,217,2015-01-04,14:35:03
143,218,2015-01-04,14:35:11
144,219,2015-01-04,14:42:01
145,220,2015-01-04,15:31:59
146,221,2015-01-04,15:33:18
147,222,2015-01-04,15:46:38
148,223,2015-01-04,16:08:20
149,225,2015-01-04,16:41:48
150,226,2015-01-04,16:59:39
151,227,2015-01-04,17:24:39
152,229,2015-01-04,17:37:57
153,232,2015-01-04,18:21:59
154,234,2015-01-04,18:36:09
155,235,2015-01-04,18:51:30
156,237,2015-01-04,19:27:48
157,239,2015-01-04,19:57:52
158,240,2015-01-04,20:10:24
159,241,2015-01-04,20:11:25
160,244,2015-01-04,20:26:22
161,248,2015-01-04,20:58:19
162,249,2015-01-04,21:06:16
163,251,2015-01-04,21:10:05
164,252,2015-01-04,22:13:15
165,253,2015-01-04,22:16:18
166,254,2015-01-04,22:22:13
167,255,2015-01-05,11:23:35
168,256,2015-01-05,11:56:06
169,257,2015-01-05,11:59:04
170,258,2015-01-05,11:59:23
171,261,2015-01-05,12:38:29
172,262,2015-01-05,12:42:01
173,265,2015-01-05,13:04:42
174,267,2015-01-05,13:37:50
175,268,2015-01-05,13:40:46
176,270,2015-01-05,14:09:02
177,271,2015-01-05,14:22:19
178,273,2015-01-05,14:28:00
179,274,2015-01-05,14:36:33
180,275,2015-01-05,14:38:14
181,276,2015-01-05,15:18:18
182,277,2015-01-05,15:41:50
183,278,2015-01-05,15:49:21
184,280,2015-01-05,16:20:23
185,283,2015-01-05,16:51:43
186,284,2015-01-05,16:58:16
187,285,2015-01-05,16:58:38
188,286,2015-01-05,17:01:23
189,290,2015-01-05,17:41:16
190,291,2015-01-05,17:44:39
191,292,2015-01-05,17:48:59
192,294,2015-01-05,18:16:35
193,295,2015-01-05,18:20:12
194,298,2015-01-05,19:10:36
195,300,2015-01-05,19:42:54
196,302,2015-01-05,19:57:37
197,303,2015-01-05,20:02:51
198,305,2015-01-05,20:35:40
199,308,2015-01-05,21:59:46
200,309,2015-01-06,11:39:06
201,310,2015-01-06,11:40:48
202,313,2015-01-06,12:09:09
203,314,2015-01-06,12:11:58
204,315,2015-01-06,12:17:40
205,316,2015-01-06,12:29:34
206,317,2015-01-06,12:31:00
207,318,2015-01-06,12:45:14
208,319,2015-01-06,12:46:22
209,320,2015-01-06,12:46:40
210,322,2015-01-06,13:02:13
211,323,2015-01-06,13:05:33
212,324,2015-01-06,13:06:44
213,325,2015-01-06,13:07:32
214,327,2015-01-06,13:10:54
215,328,2015-01-06,13:16:35
216,329,2015-01-06,13:22:44
217,330,2015-01-06,13:27:11
218,331,2015-01-06,13:43:30
219,332,2015-01-06,14:12:01
220,333,2015-01-06,14:16:36
221,338,2015-01-06,15:18:26
222,340,2015-01-06,15:35:32
223,341,2015-01-06,15:35:47
224,342,2015-01-06,15:44:12
225,345,2015-01-06,16:01:47
226,346,2015-01-06,16:30:00
227,349,2015-01-06,17:25:58
228,351,2015-01-06,17:37:29
229,355,2015-01-06,18:14:45
230,356,2015-01-06,18:16:05
231,358,2015-01-06,18:30:12
232,359,2015-01-06,18:33:08
233,363,2015-01-06,19:20:31
234,365,2015-01-06,19:37:26
235,367,2015-01-06,20:05:12
236,368,2015-01-06,20:28:16
237,369,2015-01-06,20:30:06
238,370,2015-01-06,21:02:30
239,371,2015-01-06,21:15:20
240,372,2015-01-06,22:26:59
241,373,2015-01-07,11:45:18
242,374,2015-01-07,11:55:59
243,375,2015-01-07,11:58:36
244,376,2015-01-07,12:01:17
245,377,2015-01-07,12:03:18
246,380,2015-01-07,12:32:10
247,381,2015-01-07,12:33:06
248,382,2015-01-07,12:33:07
249,386,2015-01-07,12:58:16
250,387,2015-01-07,13:03:14
251,389,2015-01-07,13:10:17
252,391,2015-01-07,13:25:31
253,392,2015-01-07,13:36:47
254,393,2015-01-07,13:48:31
255,394,2015-01-07,14:02:18
256,395,2015-01-07,14:11:08
257,396,2015-01-07,14:12:21
258,397,2015-01-07,14:31:10
259,400,2015-01-07,16:03:07
260,402,2015-01-07,16:24:46
261,404,2015-01-07,16:39:27
262,405,2015-01-07,16:44:16
263,406,2015-01-07,16:50:49
264,407,2015-01-07,16:56:42
265,409,2015-01-07,17:15:04
266,410,2015-01-07,17:33:49
267,411,2015-01-07,17:58:09
268,413,2015-01-07,18:11:32
269,415,2015-01-07,18:16:23
270,416,2015-01-07,18:17:42
271,421,2015-01-07,19:21:58
272,422,2015-01-07,19:30:25
273,428,2015-01-07,22:05:00
274,429,2015-01-07,22:16:53
275,433,2015-01-08,11:49:50
276,436,2015-01-08,12:07:21
277,437,2015-01-08,12:07:54
278,438,2015-01-08,12:08:38
279,440,2015-01-08,12:16:34
280,441,2015-01-08,12:16:58
281,442,2015-01-08,12:28:49
282,443,2015-01-08,12:34:20
283,444,2015-01-08,12:40:05
284,446,2015-01-08,12:58:01
285,448,2015-01-08,13:03:34
286,449,2015-01-08,13:04:15
287,450,2015-01-08,13:07:53
288,451,2015-01-08,13:19:06
289,452,2015-01-08,13:24:11
290,453,2015-01-08,13:27:14
291,457,2015-01-08,13:59:04
292,460,2015-01-08,14:19:58
293,462,2015-01-08,14:38:41
294,463,2015-01-08,14:40:28
295,465,2015-01-08,14:55:23
296,466,2015-01-08,15:30:10
297,467,2015-01-08,15:33:13
298,469,2015-01-08,15:37:18
299,470,2015-01-08,15:49:13
300,474,2015-01-08,16:47:48
301,475,2015-01-08,17:15:17
302,476,2015-01-08,17:27:56
303,477,2015-01-08,17:30:04
304,478,2015-01-08,17:35:56
305,479,2015-01-08,17:37:03
306,480,2015-01-08,17:41:31
307,481,2015-01-08,17:41:37
308,482,2015-01-08,17:52:42
309,483,2015-01-08,17:54:05
310,484,2015-01-08,18:02:54
311,487,2015-01-08,18:30:16
312,488,2015-01-08,18:46:02
313,489,2015-01-08,18:48:43
314,490,2015-01-08,18:49:24
315,493,2015-01-08,19:31:47
316,494,2015-01-08,19:38:40
317,495,2015-01-08,19:42:52
318,496,2015-01-08,19:46:18
319,498,2015-01-08,20:02:25
320,499,2015-01-08,21:10:46
321,500,2015-01-08,21:46:49
322,501,2015-01-08,21:51:31
323,502,2015-01-08,22:26:08
324,503,2015-01-09,11:16:21
325,507,2015-01-09,12:06:03
326,508,2015-01-09,12:13:32
327,509,2015-01-09,12:13:58
328,510,2015-01-09,12:15:03
329,511,2015-01-09,12:18:21
330,512,2015-01-09,12:19:24
331,513,2015-01-09,12:22:48
332,514,2015-01-09,12:26:47
333,515,2015-01-09,13:07:37
334,517,2015-01-09,13:09:11
335,519,2015-01-09,13:15:20
336,520,2015-01-09,13:22:33
337,521,2015-01-09,13:43:07
338,525,2015-01-09,15:08:46
339,526,2015-01-09,15:10:13
340,528,2015-01-09,15:27:21
341,529,2015-01-09,15:31:01
342,531,2015-01-09,15:58:10
343,535,2015-01-09,17:08:47
344,536,2015-01-09,17:18:50
345,537,2015-01-09,17:23:52
346,538,2015-01-09,17:44:04
347,539,2015-01-09,17:51:34
348,540,2015-01-09,17:52:41
349,541,2015-01-09,18:07:47
350,542,2015-01-09,18:08:06
351,543,2015-01-09,18:23:59
352,547,2015-01-09,18:49:23
353,548,2015-01-09,19:06:09
354,550,2015-01-09,19:12:59
355,551,2015-01-09,19:26:24
356,552,2015-01-09,19:31:25
357,553,2015-01-09,20:14:47
358,555,2015-01-09,20:18:25
359,556,2015-01-09,20:23:12
360,559,2015-01-09,21:10:16
361,561,2015-01-09,21:47:56
362,562,2015-01-09,22:04:05
363,568,2015-01-10,12:28:53
364,570,2015-01-10,13:13:59
365,571,2015-01-10,13:14:47
366,572,2015-01-10,13:15:32
367,574,2015-01-10,13:40:54
368,575,2015-01-10,13:41:04
369,576,2015-01-10,13:44:22
370,577,2015-01-10,13:45:00
371,579,2015-01-10,13:51:19
372,580,2015-01-10,13:56:01
373,581,2015-01-10,14:13:01
374,584,2015-01-10,15:05:29
375,585,2015-01-10,15:58:42
376,587,2015-01-10,16:32:36
377,588,2015-01-10,16:33:36
378,590,2015-01-10,17:23:39
379,591,2015-01-10,17:32:54
380,592,2015-01-10,17:41:55
381,593,2015-01-10,17:48:57
382,594,2015-01-10,17:50:19
383,596,2015-01-10,18:24:07
384,599,2015-01-10,18:34:27
385,600,2015-01-10,18:53:52
386,601,2015-01-10,18:58:19
387,602,2015-01-10,19:02:27
388,603,2015-01-10,19:03:11
389,606,2015-01-10,19:27:18
390,607,2015-01-10,19:36:16
391,609,2015-01-10,19:39:32
392,610,2015-01-10,19:51:02
393,611,2015-01-10,19:58:10
394,613,2015-01-10,20:10:44
395,614,2015-01-10,20:12:33
396,616,2015-01-10,20:20:10
397,617,2015-01-10,20:27:26
398,618,2015-01-10,20:31:14
399,620,2015-01-10,20:45:45
400,621,2015-01-10,20:49:29
401,622,2015-01-10,20:57:41
402,624,2015-01-10,21:22:44
403,625,2015-01-10,21:50:23
404,628,2015-01-10,22:47:17
405,629,2015-01-10,22:48:39
406,630,2015-01-11,11:42:08
407,631,2015-01-11,11:44:36
408,632,2015-01-11,11:44:52
409,633,2015-01-11,11:51:45
410,636,2015-01-11,12:34:44
411,637,2015-01-11,12:44:10
412,638,2015-01-11,12:49:26
413,639,2015-01-11,13:23:21
414,640,2015-01-11,13:28:08
415,642,2015-01-11,13:40:00
416,643,2015-01-11,13:43:19
417,644,2015-01-11,13:52:52
418,645,2015-01-11,14:03:45
419,646,2015-01-11,14:07:26
420,648,2015-01-11,14:17:17
421,649,2015-01-11,14:29:23
422,650,2015-01-11,14:34:05
423,652,2015-01-11,16:03:38
424,653,2015-01-11,16:18:23
425,654,2015-01-11,16:34:07
426,656,2015-01-11,16:44:49
427,658,2015-01-11,16:55:24
428,660,2015-01-11,17:09:36
429,663,2015-01-11,17:29:14
430,666,2015-01-11,17:42:25
431,667,2015-01-11,18:13:08
432,668,2015-01-11,18:13:12
433,670,2015-01-11,18:46:25
434,671,2015-01-11,19:18:42
435,673,2015-01-11,19:28:13
436,675,2015-01-11,19:33:19
437,676,2015-01-11,19:44:57
438,678,2015-01-11,19:52:49
439,679,2015-01-11,20:31:02
440,680,2015-01-11,21:07:30
441,682,2015-01-12,11:38:15
442,683,2015-01-12,11:39:08
443,684,2015-01-12,12:01:23
444,685,2015-01-12,12:11:46
445,686,2015-01-12,12:13:07
446,687,2015-01-12,12:21:09
447,688,2015-01-12,12:26:41
448,689,2015-01-12,12:33:22
449,690,2015-01-12,12:42:10
450,691,2015-01-12,12:45:53
451,692,2015-01-12,12:53:37
452,693,2015-01-12,13:04:24
453,694,2015-01-12,13:30:47
454,695,2015-01-12,13:33:06
455,697,2015-01-12,13:58:56
456,698,2015-01-12,14:08:16
457,700,2015-01-12,14:31:13
458,703,2015-01-12,15:08:01
459,704,2015-01-12,15:28:25
460,706,2015-01-12,15:39:04
461,710,2015-01-12,15:59:52
462,711,2015-01-12,16:21:10
463,712,2015-01-12,16:22:18
464,714,2015-01-12,16:55:08
465,715,2015-01-12,17:05:33
466,717,2015-01-12,17:24:44
467,718,2015-01-12,17:46:30
468,719,2015-01-12,17:52:27
469,722,2015-01-12,18:20:58
470,723,2015-01-12,18:21:04
471,726,2015-01-12,18:34:25
472,729,2015-01-12,19:20:41
473,730,2015-01-12,19:22:00
474,731,2015-01-12,19:27:47
475,732,2015-01-12,19:30:17
476,733,2015-01-12,19:57:36
477,734,2015-01-12,20:00:30
478,735,2015-01-12,20:35:34
479,736,2015-01-12,21:35:14
480,737,2015-01-13,11:31:34
481,739,2015-01-13,12:19:38
482,741,2015-01-13,12:49:09
483,742,2015-01-13,12:53:01
484,743,2015-01-13,13:08:32
485,745,2015-01-13,13:36:53
486,746,2015-01-13,13:41:13
487,747,2015-01-13,14:15:02
488,748,2015-01-13,14:27:31
489,749,2015-01-13,14:29:23
490,751,2015-01-13,15:07:35
491,753,2015-01-13,15:22:11
492,755,2015-01-13,15:50:49
493,759,2015-01-13,16:14:56
494,760,2015-01-13,16:27:40
495,761,2015-01-13,16:30:20
496,763,2015-01-13,16:38:57
497,766,2015-01-13,17:21:45
498,768,2015-01-13,17:23:34
499,769,2015-01-13,17:43:17
500,770,2015-01-13,17:44:13
501,771,2015-01-13,17:59:32
502,772,2015-01-13,18:07:59
503,773,2015-01-13,18:18:15
504,774,2015-01-13,18:31:07
505,776,2015-01-13,18:50:43
506,778,2015-01-13,19:18:08
507,779,2015-01-13,19:19:58
508,780,2015-01-13,20:12:49
509,781,2015-01-13,20:31:17
510,783,2015-01-13,21:17:08
511,786,2015-01-14,11:35:30
512,787,2015-01-14,11:45:30
513,789,2015-01-14,11:51:37
514,790,2015-01-14,12:07:30
515,791,2015-01-14,12:23:54
516,794,2015-01-14,12:39:16
517,795,2015-01-14,12:42:17
518,796,2015-01-14,12:43:09
519,799,2015-01-14,12:51:29
520,800,2015-01-14,12:54:35
521,801,2015-01-14,13:10:53
522,803,2015-01-14,13:37:51
523,804,2015-01-14,13:42:01
524,805,2015-01-14,14:07:52
525,807,2015-01-14,14:15:29
526,809,2015-01-14,14:26:17
527,810,2015-01-14,14:48:30
528,812,2015-01-14,15:37:45
529,815,2015-01-14,16:38:00
530,817,2015-01-14,17:10:38
531,819,2015-01-14,17:21:39
532,820,2015-01-14,17:24:09
533,822,2015-01-14,17:38:53
534,825,2015-01-14,18:06:06
535,827,2015-01-14,18:09:48
536,828,2015-01-14,18:23:55
537,829,2015-01-14,18:27:42
538,831,2015-01-14,18:38:20
539,832,2015-01-14,18:47:06
540,837,2015-01-14,20:12:27
541,838,2015-01-14,20:33:57
542,839,2015-01-14,20:40:40
543,840,2015-01-14,20:46:12
544,842,2015-01-14,21:09:39
545,843,2015-01-14,21:32:21
546,845,2015-01-14,21:42:56
547,849,2015-01-15,12:08:30
548,850,2015-01-15,12:15:35
549,852,2015-01-15,12:33:51
550,854,2015-01-15,12:51:19
551,855,2015-01-15,12:56:54
552,857,2015-01-15,13:01:53
553,859,2015-01-15,13:05:13
554,860,2015-01-15,13:07:53
555,864,2015-01-15,14:04:23
556,865,2015-01-15,14:10:00
557,869,2015-01-15,14:31:43
558,871,2015-01-15,14:45:22
559,874,2015-01-15,15:20:36
560,875,2015-01-15,15:23:21
561,876,2015-01-15,15:27:03
562,877,2015-01-15,15:32:59
563,879,2015-01-15,16:12:57
564,880,2015-01-15,16:19:26
565,881,2015-01-15,16:40:04
566,883,2015-01-15,16:56:05
567,884,2015-01-15,16:57:15
568,885,2015-01-15,16:57:55
569,887,2015-01-15,17:13:58
570,888,2015-01-15,17:14:27
571,889,2015-01-15,17:27:51
572,894,2015-01-15,18:17:26
573,895,2015-01-15,18:18:11
574,896,2015-01-15,18:27:28
575,898,2015-01-15,18:56:49
576,901,2015-01-15,19:16:11
577,905,2015-01-15,20:12:06
578,906,2015-01-15,20:51:59
579,907,2015-01-15,20:54:32
580,908,2015-01-15,21:42:32
581,909,2015-01-16,11:19:25
582,910,2015-01-16,11:25:40
583,911,2015-01-16,11:36:00
584,914,2015-01-16,12:14:22
585,916,2015-01-16,12:30:09
586,917,2015-01-16,12:34:15
587,918,2015-01-16,13:06:04
588,919,2015-01-16,13:11:15
589,921,2015-01-16,13:18:32
590,922,2015-01-16,13:19:43
591,924,2015-01-16,13:27:57
592,926,2015-01-16,13:51:38
593,927,2015-01-16,13:59:21
594,929,2015-01-16,14:24:45
595,932,2015-01-16,15:33:19
596,933,2015-01-16,15:49:05
597,935,2015-01-16,16:14:59
598,937,2015-01-16,16:20:32
599,940,2015-01-16,17:05:08
600,941,2015-01-16,17:09:08
601,942,2015-01-16,17:18:37
602,943,2015-01-16,17:22:00
603,944,2015-01-16,17:54:33
604,946,2015-01-16,18:00:48
605,950,2015-01-16,18:57:56
606,952,2015-01-16,19:05:35
607,953,2015-01-16,19:12:08
608,955,2015-01-16,19:24:16
609,957,2015-01-16,19:32:12
610,959,2015-01-16,19:34:00
611,960,2015-01-16,19:35:00
612,961,2015-01-16,19:42:20
613,964,2015-01-16,20:24:37
614,965,2015-01-16,20:41:02
615,968,2015-01-16,21:23:01
616,969,2015-01-16,21:36:19
617,971,2015-01-16,21:46:20
618,972,2015-01-16,22:03:09
619,976,2015-01-17,11:53:19
620,978,2015-01-17,12:24:36
621,979,2015-01-17,12:57:28
622,981,2015-01-17,13:56:46
623,982,2015-01-17,14:12:58
624,984,2015-01-17,14:33:55
625,985,2015-01-17,14:34:50
626,987,2015-01-17,14:41:14
627,988,2015-01-17,14:44:56
628,989,2015-01-17,15:08:38
629,990,2015-01-17,15:30:10
630,992,2015-01-17,15:49:31
631,993,2015-01-17,16:16:59
632,995,2015-01-17,16:57:30
633,996,2015-01-17,17:11:07
634,997,2015-01-17,17:16:26
635,1001,2015-01-17,17:28:05
636,1002,2015-01-17,17:29:41
637,1004,2015-01-17,17:44:05
638,1006,2015-01-17,18:28:12
639,1008,2015-01-17,18:49:59
640,1009,2015-01-17,18:58:24
641,1011,2015-01-17,19:20:20
642,1012,2015-01-17,19:25:32
643,1013,2015-01-17,19:26:40
644,1017,2015-01-17,20:13:32
645,1018,2015-01-17,20:38:50
646,1019,2015-01-17,20:50:54
647,1021,2015-01-17,21:11:31
648,1022,2015-01-17,21:16:01
649,1023,2015-01-17,21:20:18
650,1025,2015-01-17,21:49:00
651,1029,2015-01-17,22:06:27
652,1030,2015-01-17,22:13:59
653,1034,2015-01-18,12:07:59
654,1037,2015-01-18,13:04:54
655,1040,2015-01-18,13:56:05
656,1041,2015-01-18,13:59:47
657,1043,2015-01-18,14:07:36
658,1044,2015-01-18,14:20:16
659,1045,2015-01-18,14:22:14
660,1046,2015-01-18,14:39:33
661,1049,2015-01-18,14:57:48
662,1051,2015-01-18,15:08:45
663,1052,2015-01-18,15:28:12
664,1056,2015-01-18,16:12:18
665,1057,2015-01-18,16:18:37
666,1058,2015-01-18,16:30:09
667,1059,2015-01-18,16:30:14
668,1062,2015-01-18,17:21:38
669,1063,2015-01-18,17:28:29
670,1064,2015-01-18,17:30:00
671,1065,2015-01-18,17:48:16
672,1067,2015-01-18,18:13:43
673,1068,2015-01-18,18:16:32
674,1070,2015-01-18,18:21:27
675,1071,2015-01-18,18:27:40
676,1072,2015-01-18,18:32:32
677,1073,2015-01-18,18:42:02
678,1074,2015-01-18,19:01:54
679,1075,2015-01-18,19:15:17
680,1076,2015-01-18,19:36:15
681,1077,2015-01-18,20:13:25
682,1079,2015-01-18,20:45:11
683,1080,2015-01-18,21:22:58
684,1081,2015-01-18,21:27:05
685,1082,2015-01-19,11:16:43
686,1083,2015-01-19,11:19:51
687,1084,2015-01-19,11:27:33
688,1085,2015-01-19,11:37:05
689,1087,2015-01-19,11:57:38
690,1088,2015-01-19,12:00:52
691,1089,2015-01-19,12:03:57
692,1090,2015-01-19,12:14:24
693,1091,2015-01-19,12:20:28
694,1092,2015-01-19,12:23:38
695,1093,2015-01-19,12:33:24
696,1094,2015-01-19,12:33:50
697,1095,2015-01-19,12:47:24
698,1096,2015-01-19,12:56:45
699,1098,2015-01-19,13:25:39
700,1101,2015-01-19,13:36:26
701,1103,2015-01-19,14:08:12
702,1104,2015-01-19,14:39:45
703,1107,2015-01-19,15:45:44
704,1110,2015-01-19,16:33:35
705,1112,2015-01-19,16:46:00
706,1113,2015-01-19,17:00:44
707,1117,2015-01-19,17:13:25
708,1122,2015-01-19,18:16:44
709,1124,2015-01-19,18:29:26
710,1126,2015-01-19,18:48:46
711,1127,2015-01-19,18:53:52
712,1128,2015-01-19,18:59:54
713,1129,2015-01-19,19:00:20
714,1131,2015-01-19,19:06:42
715,1133,2015-01-19,19:59:17
716,1134,2015-01-19,20:05:41
717,1137,2015-01-19,22:13:28
718,1139,2015-01-20,11:25:59
719,1140,2015-01-20,11:31:16
720,1141,2015-01-20,11:35:08
721,1143,2015-01-20,11:37:33
722,1144,2015-01-20,12:02:21
723,1145,2015-01-20,12:04:15
724,1147,2015-01-20,12:12:25
725,1148,2015-01-20,12:17:42
726,1150,2015-01-20,12:39:05
727,1152,2015-01-20,12:44:23
728,1153,2015-01-20,12:56:30
729,1155,2015-01-20,13:05:11
730,1156,2015-01-20,13:14:15
731,1157,2015-01-20,13:16:58
732,1158,2015-01-20,13:17:45
733,1159,2015-01-20,14:06:41
734,1162,2015-01-20,14:40:02
735,1163,2015-01-20,14:47:28
736,1164,2015-01-20,15:13:31
737,1166,2015-01-20,15:25:08
738,1167,2015-01-20,15:28:09
739,1168,2015-01-20,15:58:05
740,1169,2015-01-20,16:08:25
741,1172,2015-01-20,16:53:23
742,1173,2015-01-20,16:57:05
743,1177,2015-01-20,17:27:29
744,1180,2015-01-20,18:12:31
745,1181,2015-01-20,18:17:53
746,1182,2015-01-20,18:33:48
747,1187,2015-01-20,19:21:40
748,1189,2015-01-20,19:40:47
749,1193,2015-01-20,20:26:22
750,1194,2015-01-20,20:27:18
751,1195,2015-01-20,20:39:52
752,1196,2015-01-20,20:44:41
753,1198,2015-01-20,22:02:08
754,1199,2015-01-20,22:10:20
755,1200,2015-01-20,22:14:41
756,1202,2015-01-21,11:50:26
757,1206,2015-01-21,12:38:38
758,1211,2015-01-21,13:37:51
759,1214,2015-01-21,14:00:05
760,1217,2015-01-21,14:26:35
761,1218,2015-01-21,14:27:30
762,1219,2015-01-21,15:13:10
763,1220,2015-01-21,15:20:03
764,1221,2015-01-21,15:23:36
765,1222,2015-01-21,15:32:23
766,1223,2015-01-21,15:36:37
767,1225,2015-01-21,15:59:07
768,1227,2015-01-21,16:20:21
769,1228,2015-01-21,16:26:36
770,1232,2015-01-21,16:50:36
771,1233,2015-01-21,17:11:27
772,1235,2015-01-21,17:55:58
773,1236,2015-01-21,17:56:32
774,1237,2015-01-21,18:10:40
775,1238,2015-01-21,18:18:51
776,1239,2015-01-21,18:22:29
777,1246,2015-01-21,19:36:04
778,1248,2015-01-21,20:13:51
779,1251,2015-01-21,21:12:37
780,1254,2015-01-22,11:56:03
781,1256,2015-01-22,12:06:15
782,1258,2015-01-22,12:18:53
783,1259,2015-01-22,12:22:47
784,1260,2015-01-22,12:31:07
785,1261,2015-01-22,12:32:00
786,1263,2015-01-22,12:39:12
787,1265,2015-01-22,12:59:26
788,1267,2015-01-22,13:01:27
789,1269,2015-01-22,13:04:41
790,1271,2015-01-22,13:14:17
791,1273,2015-01-22,13:21:57
792,1274,2015-01-22,13:24:14
793,1275,2015-01-22,13:26:25
794,1276,2015-01-22,13:46:36
795,1278,2015-01-22,14:07:34
796,1280,2015-01-22,14:44:54
797,1285,2015-01-22,16:18:42
798,1286,2015-01-22,16:29:13
799,1288,2015-01-22,17:10:07
800,1292,2015-01-22,17:35:48
801,1294,2015-01-22,17:43:01
802,1297,2015-01-22,17:51:53
803,1299,2015-01-22,17:56:07
804,1300,2015-01-22,18:28:51
805,1301,2015-01-22,18:42:08
806,1302,2015-01-22,18:44:04
807,1303,2015-01-22,18:53:13
808,1304,2015-01-22,19:02:50
809,1307,2015-01-22,19:39:20
810,1309,2015-01-22,20:04:42
811,1310,2015-01-22,20:19:33
