,distance_from_home,distance_from_last_transaction,ratio_to_median_purchase_price,repeat_retailer,used_chip,used_pin_number,online_order,fraud
231887,12.83480539561249,1.3348435200630222,0.8814413357557419,1.0,0.0,0.0,1.0,0.0
439565,37.24591122237798,1.3455355167899947,0.1293172149407268,1.0,1.0,0.0,1.0,0.0
165265,2.0120546549900613,0.2729723351492105,0.3116498439763421,1.0,1.0,0.0,0.0,0.0
934666,6.269732720067074,0.0597935336081387,0.8974141210590337,1.0,1.0,0.0,0.0,0.0
746231,9.949030313047396,7.618492379359669,2.377726844912492,1.0,0.0,0.0,0.0,0.0
708894,77.81305573628421,0.5594154783173666,0.7317714915300625,1.0,0.0,0.0,0.0,0.0
935710,14.6498612654062,2.1980908211455548,2.244150678214865,1.0,1.0,0.0,0.0,0.0
660959,151.08833247092883,7.5854347147266274,0.5938320153266847,1.0,1.0,0.0,1.0,0.0
113110,52.42849944349264,0.3149724324320319,0.7671985439118331,1.0,0.0,1.0,1.0,0.0
268784,55.439638171292366,1.9868382400508264,8.207196463955645,1.0,1.0,0.0,1.0,1.0
11073,32.75261484162455,1.1582552431037356,1.9148380719221547,1.0,1.0,0.0,1.0,0.0
595966,1.1555211547557651,6.207313507361346,8.299445224911006,0.0,0.0,0.0,0.0,1.0
316863,25.61922153306104,0.0291361135436988,1.4772349484520977,1.0,1.0,0.0,1.0,0.0
731552,40.0150601051953,0.0866478272022554,0.6392681815166409,1.0,1.0,0.0,0.0,0.0
138699,15.076866193968767,14.463231672563074,1.207341307745997,1.0,0.0,0.0,1.0,0.0
142297,17.179219924567864,7.638079806889121,0.5712565826228165,1.0,0.0,0.0,1.0,0.0
735875,23.971625867006303,8.272524299118833,1.684767347281434,1.0,0.0,0.0,0.0,0.0
702947,14.065262106175568,0.0613523135936281,1.081399151900161,1.0,0.0,0.0,1.0,0.0
174566,0.3035577615275938,1.1101224989614402,0.3137901244241405,0.0,1.0,1.0,1.0,0.0
210319,1.0939094794868336,7.288315661216932,0.5357837708679507,0.0,0.0,0.0,1.0,0.0
585557,19.17042565331207,54.369819803319466,0.1652604783489968,1.0,0.0,0.0,0.0,0.0
865597,1.667537283679507,0.1262276728526633,0.3767226918906095,0.0,0.0,0.0,1.0,0.0
335556,1.6613844328454408,0.2774070469475157,0.8895558344016957,0.0,0.0,0.0,1.0,0.0
855338,3.7391722767937634,0.090678035356089,0.782533954407649,1.0,1.0,0.0,1.0,0.0
565693,7.726092421528401,3.6605933003642455,0.7256640684907162,1.0,0.0,0.0,0.0,0.0
601546,3.211782328927721,1.1270359909867005,0.3263086035819653,1.0,1.0,0.0,1.0,0.0
645669,6.243087872890769,38.90932400509067,0.6919343382149501,1.0,1.0,0.0,0.0,0.0
384556,11.62851954962004,0.6917570731279437,4.602780012287302,1.0,0.0,0.0,0.0,0.0
571132,2.8466363384704363,6.7938051269261965,0.3999715862496748,1.0,1.0,0.0,1.0,0.0
767756,7.329687381452097,0.179508475996334,0.8704369936779147,1.0,1.0,0.0,0.0,0.0
611023,0.9067728719859144,0.1003850826544437,0.1768606111031116,0.0,1.0,0.0,1.0,0.0
147864,5.231740512884529,9.023781343631445,0.1600030784826875,1.0,1.0,0.0,0.0,0.0
690894,9.92408076478203,0.3875858290747856,0.1390423827463568,1.0,1.0,0.0,1.0,0.0
6613,22.30418458946585,0.0956443557139255,4.01189360639219,1.0,1.0,0.0,1.0,1.0
259888,58.79110508165655,0.5467303517707518,3.423201817330196,1.0,1.0,1.0,0.0,0.0
399761,30.52824942267752,1.263374860053323,0.2195140672305711,1.0,1.0,0.0,0.0,0.0
697530,5.038335426104672,9.278501390129168,11.911416938659126,1.0,1.0,0.0,1.0,1.0
410922,25.164973094827783,1.8847485421387369,2.167875055797302,1.0,1.0,0.0,1.0,0.0
208110,5.441673231153937,0.1564164858300111,1.2099630735540956,1.0,0.0,0.0,1.0,0.0
641517,1.544036112157,0.0617525746806748,1.0024532837912548,0.0,0.0,0.0,1.0,0.0
676118,20.64984505024253,1.0431016040669436,0.6943305316635027,1.0,0.0,0.0,1.0,0.0
89147,10.38628794601968,14.824771021430282,1.2475706982765784,1.0,1.0,0.0,0.0,0.0
705662,48.066744129926974,6.505983129462738,0.6672453217920334,1.0,0.0,0.0,1.0,0.0
51461,7.430028644757001,4.356081782461949,0.3719439053091845,1.0,0.0,0.0,1.0,0.0
562072,1.0257281421478874,1.964439236283101,0.6904245384946831,0.0,0.0,0.0,1.0,0.0
722008,1.361520902140695,0.014347111566822,2.4625393827577127,0.0,0.0,0.0,1.0,0.0
763482,0.3798742543206177,0.7523743921900957,7.409428857885507,0.0,0.0,0.0,1.0,1.0
694622,6.2894632768899,9.72047773177617,0.3281687680484995,1.0,0.0,0.0,1.0,0.0
627015,56.26824165684648,7.095156245563443,2.2727104362845205,1.0,1.0,0.0,1.0,0.0
721878,17.359045653099074,5.287721835844391,3.953603613968221,1.0,1.0,0.0,0.0,0.0
716197,40.72637267154136,0.44263998222483,0.1041497330750127,1.0,0.0,0.0,1.0,0.0
677128,12.985417363297806,3.3164201969934224,0.5822624532308646,1.0,0.0,0.0,1.0,0.0
727355,6.552462936756878,1.270553131953584,0.3780162043785603,1.0,0.0,0.0,1.0,0.0
382607,1.1875169638717455,3.7210763371388103,1.6911894318453244,0.0,1.0,0.0,1.0,0.0
17638,3.341321766213888,4.208352540056096,0.3368955155382664,1.0,0.0,0.0,1.0,0.0
356773,0.7231361884997504,2.4751005590316746,0.41017485429808,0.0,0.0,0.0,1.0,0.0
23786,45.28428298365126,0.4362285134138055,2.1204560734173854,1.0,0.0,0.0,0.0,0.0
424400,348.8896959247712,10.257880309709092,1.361888820289748,1.0,1.0,0.0,1.0,0.0
788112,32.45438477337408,0.8706969275862642,0.370304109761553,1.0,0.0,0.0,0.0,0.0
617414,19.87941343946381,0.7147808612677935,0.0728855009969251,1.0,1.0,0.0,1.0,0.0
396914,6.982465473139979,1.8783952871917695,0.6743437396412318,1.0,0.0,0.0,1.0,0.0
867431,24.850553502724765,0.1964281843247579,1.4059227498589209,1.0,1.0,0.0,0.0,0.0
504962,8.470627059429686,0.6048653806524069,0.1139912488926477,1.0,0.0,0.0,1.0,0.0
965715,7.483346724635479,0.0053067951698906,0.754411376445253,1.0,1.0,0.0,0.0,0.0
394971,380.1764929575723,0.1783166423823238,1.62137985339582,1.0,1.0,0.0,1.0,0.0
234418,17.972922796987728,1.7403582439828171,1.0112754350775994,1.0,0.0,0.0,1.0,0.0
378754,0.8888226282111686,2.7132073490249757,1.6191976887940038,0.0,0.0,0.0,1.0,0.0
72192,59.12636704968451,0.6135240742162502,2.002041987359458,1.0,0.0,0.0,1.0,0.0
100493,12.364899391750813,0.4157119902113995,0.4190876725559694,1.0,1.0,0.0,1.0,0.0
750513,62.10536614175674,0.2852513987344691,0.0861575778076224,1.0,0.0,0.0,0.0,0.0
520828,0.2187898473579919,1.91822686619042,1.005062020898339,0.0,1.0,0.0,0.0,0.0
449836,9.719677754347984,3.2999917269807284,1.7546121029134516,1.0,0.0,0.0,1.0,0.0
455372,7.743464110224215,0.0200816053324785,0.3138285873875175,1.0,0.0,0.0,1.0,0.0
93375,8.552341784182172,4.834106000771362,4.341285314785966,1.0,0.0,0.0,1.0,1.0
942665,18.99716102571637,1.9558916840843672,1.1874109224906146,1.0,1.0,0.0,1.0,0.0
47331,11.442270723419355,0.9925442357418812,1.5031594355071385,1.0,1.0,0.0,1.0,0.0
312616,34.11816761777373,1.3228068019999533,1.2489037028547845,1.0,1.0,0.0,0.0,0.0
565533,2.480668036779728,0.5368931749728492,0.4621988945435966,1.0,0.0,0.0,1.0,0.0
515213,23.48719252785372,0.4395482892117744,1.632103796664329,1.0,0.0,0.0,1.0,0.0
765659,22.74549444434732,0.2204095595850292,1.044259414487134,1.0,0.0,0.0,0.0,0.0
372944,9.335658078332132,13.957676883177127,0.2553498986195175,1.0,0.0,1.0,1.0,0.0
522782,8.631919242390268,4.685372184045143,0.6598875144788596,1.0,1.0,0.0,1.0,0.0
861630,3.043412950043848,0.3340020568958118,1.5008316310290668,1.0,0.0,0.0,1.0,0.0
4582,58.380208579467215,0.1241925253439225,0.3346759059078041,1.0,0.0,0.0,1.0,0.0
532418,10.3275964583683,0.0797896962382352,0.8737706662220921,1.0,0.0,0.0,0.0,0.0
927767,0.5072921273280624,0.3365637032255696,1.0615903259311903,0.0,0.0,0.0,0.0,0.0
890427,13.516168875051076,6.496835450499864,1.8479627962460452,1.0,0.0,0.0,1.0,0.0
390304,118.76465709308604,0.0883905140064162,2.1186448470205343,1.0,0.0,0.0,0.0,0.0
849754,24.26214191980674,1.2444018965153485,1.6876033120771712,1.0,1.0,1.0,1.0,0.0
347167,13.383076057732405,0.670307272581666,2.18110168737608,1.0,1.0,0.0,0.0,0.0
769384,4.652737838100621,10.411875668158473,7.308465952781443,1.0,0.0,0.0,0.0,0.0
82054,43.363868651114736,0.3057125253353315,0.9598537552752908,1.0,1.0,0.0,0.0,0.0
365238,18.016946469199848,0.7756294279646935,1.1485471956264472,1.0,0.0,0.0,0.0,0.0
519931,0.7898380032586741,5.933041237184854,1.560372521738914,0.0,0.0,0.0,0.0,0.0
304066,20.72468272438753,1.4071725678258635,0.4741172220195039,1.0,0.0,0.0,1.0,0.0
666262,15.6490837190947,8.340768701439131,2.7932194544527875,1.0,0.0,1.0,1.0,0.0
600202,4.584212131021004,0.2045977768623492,2.0962525021273315,1.0,0.0,0.0,0.0,0.0
285367,24.34628685700341,0.2248806308403592,0.5127307802430876,1.0,0.0,0.0,1.0,0.0
698428,11.811868027849142,0.1733720703424507,0.9670552086834324,1.0,0.0,0.0,0.0,0.0
550483,3.901611900904244,0.1014140319617407,4.859627992390509,1.0,0.0,0.0,0.0,0.0
872948,10.79648237178634,1.8015658309391287,2.580867160703627,1.0,1.0,1.0,0.0,0.0
794983,44.15999157220799,15.224476221760684,5.174620320161234,1.0,0.0,0.0,1.0,1.0
574492,4.706452089545602,0.1506906080775375,0.4950994113138952,1.0,1.0,1.0,1.0,0.0
741089,1.064098683842879,3.1156501879361107,0.3430529648065794,0.0,0.0,0.0,1.0,0.0
164105,6.948116629366068,0.2880284045721027,1.71133254825716,1.0,1.0,1.0,1.0,0.0
341658,10.374312952098023,0.6446051204317742,0.7123299564457586,1.0,0.0,1.0,1.0,0.0
65456,84.0398665009236,1.321658655155597,0.960930104038666,1.0,0.0,0.0,1.0,0.0
52956,14.922788841949613,1.3951799132606943,3.04513252062509,1.0,0.0,0.0,1.0,0.0
815989,3.407010531743404,1.6539929726068625,1.406754440510338,1.0,1.0,0.0,1.0,0.0
339884,1.5323336191770736,3.434918787622838,0.3605137875843091,0.0,0.0,0.0,0.0,0.0
955369,27.106418520961405,0.1093840546760497,2.85715319111622,1.0,0.0,0.0,1.0,0.0
70715,0.9191820778218248,4.5953538380845895,0.6970536946131012,0.0,0.0,0.0,0.0,0.0
448118,9.83538354774543,0.433859714453783,0.2345638360244505,1.0,0.0,0.0,1.0,0.0
593307,14.71659795662777,1.919212303095206,0.665105221649804,1.0,1.0,0.0,1.0,0.0
594525,85.79933671105046,5.302040665853984,0.163963584959207,1.0,1.0,0.0,0.0,0.0
669954,35.16091986582124,0.3636397841454302,1.353406105639898,1.0,0.0,0.0,0.0,0.0
354144,17.467272623730214,1.1426701306143865,0.617018746852952,1.0,0.0,1.0,1.0,0.0
627196,11.438550605067544,0.3224383903970348,0.3739750974291859,1.0,1.0,0.0,1.0,0.0
454985,83.62031442549687,0.3310348828849172,0.6142241919522912,1.0,0.0,0.0,1.0,0.0
69376,11.538558186647622,5.0119376674821,0.4689823890982179,1.0,0.0,0.0,1.0,0.0
657988,5.622737728814284,0.4961333740626917,0.6860372174672292,1.0,0.0,0.0,1.0,0.0
841027,20.8704478885708,18.61089683462544,0.2387856904772154,1.0,0.0,0.0,1.0,0.0
940246,19.21086426889085,0.2030744088516824,4.952473682633103,1.0,1.0,0.0,0.0,0.0
745827,9.060221341798382,0.9128652690675284,0.8545834065410786,1.0,0.0,0.0,0.0,0.0
38280,2.627959536870359,0.6997312799884032,7.130884603679316,1.0,1.0,0.0,1.0,1.0
416305,18.56526322586041,0.276632829037598,4.826318412881848,1.0,0.0,0.0,0.0,0.0
604532,17.40939474918421,1.6070627194817024,1.012519847556903,1.0,0.0,0.0,1.0,0.0
167781,16.63795574688047,35.99575294878913,0.5774404560498925,1.0,0.0,0.0,0.0,0.0
49854,1.5228123458748255,0.2312103531765455,0.1231186758832135,0.0,1.0,0.0,1.0,0.0
639950,37.36428806276162,0.2544413821288469,2.5600072682294126,1.0,0.0,1.0,1.0,0.0
190880,1.3154751872755004,3.1124775123817487,4.61621293186442,0.0,0.0,0.0,0.0,1.0
767057,16.783780002511147,0.1371150048397555,1.8218330278617867,1.0,0.0,0.0,1.0,0.0
913045,22.598161686434675,0.7119417203910475,0.9423862445295188,1.0,1.0,0.0,0.0,0.0
945495,12.368915952093042,0.1923488483670236,0.4575070137083844,1.0,1.0,0.0,0.0,0.0
201084,26.48762688825625,0.1432452555644143,1.484628431057379,1.0,1.0,1.0,1.0,0.0
719570,27.66385310904486,6.15614273545749,1.4775834401065324,1.0,1.0,0.0,1.0,0.0
617043,0.3443804249845906,0.4314214760414411,4.419836473778391,0.0,0.0,0.0,1.0,1.0
740509,14.07027127384723,0.5841904316225065,0.8796569656944095,1.0,0.0,0.0,1.0,0.0
939784,9.080094820518818,4.970664948756604,0.2475437114963914,1.0,0.0,0.0,0.0,0.0
100508,3.4168068276452512,8.735965184935278,16.58653153506091,1.0,0.0,0.0,1.0,1.0
90809,8.95752652644179,0.1939076508436253,3.4393814966016887,1.0,0.0,0.0,1.0,0.0
635409,102.1414127083678,0.6887887700109723,1.149187174914641,1.0,1.0,0.0,0.0,0.0
736638,51.97575962354307,0.0363209561058806,1.2149916767189266,1.0,0.0,0.0,1.0,0.0
297778,7.762078296226648,1.1398659293159217,1.22633987819483,1.0,0.0,0.0,1.0,0.0
683700,14.742132842373865,0.1523902996960323,2.29259358587268,1.0,1.0,0.0,1.0,0.0
916349,30.809527469426257,2.173806232619898,0.7100324442454689,1.0,1.0,0.0,1.0,0.0
360833,9.411055694016992,9.998042313458813,3.339215368292239,1.0,0.0,0.0,0.0,0.0
713418,36.8412671746267,0.1774697433412352,0.7154178417580321,1.0,1.0,0.0,1.0,0.0
68627,1.9398154870313244,16.56588268067816,0.5375508355958554,1.0,0.0,0.0,1.0,0.0
499397,2.6683005696561084,0.6676962805275929,1.2845792206934517,1.0,1.0,0.0,1.0,0.0
464172,19.11119592141938,2.0540109958690795,0.3624971555481023,1.0,0.0,0.0,1.0,0.0
143863,10.659862204190915,0.0143496624366187,1.4074273255463734,1.0,0.0,0.0,0.0,0.0
926643,48.47429780470103,1.428879335503702,0.8243119617430045,1.0,1.0,0.0,0.0,0.0
255849,7.805908145283665,1.879478762501751,0.7553356979090369,1.0,0.0,0.0,0.0,0.0
114489,52.7827114699673,1.005058028463513,2.2988508330248165,1.0,0.0,0.0,1.0,0.0
883678,11.239367113614652,1.3028411707330594,0.7837980750494905,1.0,0.0,1.0,0.0,0.0
170695,20.096600685652515,3.321801488965725,0.857475642822429,1.0,0.0,0.0,1.0,0.0
891407,1.941391157601018,0.4588099945904841,22.22728874896109,1.0,0.0,0.0,1.0,1.0
882211,6.261755636431572,0.8621166684204797,3.104784928510606,1.0,0.0,0.0,0.0,0.0
590386,2.70863413735053,0.9990706844871188,4.194762182852134,1.0,0.0,1.0,1.0,0.0
594077,3.1000726508622822,4.841721533091696,0.6612338990019533,1.0,0.0,0.0,0.0,0.0
38946,26.297701091901807,5.382937886182519,1.1211698179568554,1.0,0.0,0.0,1.0,0.0
750974,5.320393389335283,17.45196954803841,7.556489596520923,1.0,1.0,0.0,0.0,0.0
851019,7.774213584051297,3.6736864655497,2.9747761971571336,1.0,0.0,0.0,1.0,0.0
620954,15.548899835041414,6.083733464635413,0.6501551489158789,1.0,0.0,0.0,1.0,0.0
71180,5.749584127480332,0.757457325027312,0.0748629546859471,1.0,0.0,1.0,0.0,0.0
840569,32.507395137938346,4.592120719265517,0.8726293933714191,1.0,0.0,0.0,0.0,0.0
984554,2.774805313133314,0.9927016587475008,0.6489000939530716,1.0,1.0,0.0,0.0,0.0
677808,6.878637709642073,0.0625939829388424,3.470573705453573,1.0,0.0,0.0,0.0,0.0
98120,84.86343625803231,0.0622614308156136,0.97743139791349,1.0,1.0,0.0,1.0,0.0
536051,2.230354321662044,0.9249023648506912,1.9673928033960428,1.0,0.0,0.0,1.0,0.0
946853,3.5586264577975384,10.03249322138714,0.7971019069373293,1.0,1.0,0.0,0.0,0.0
682854,3.4789182715742406,1.115914691612125,0.5585270437798802,1.0,1.0,0.0,1.0,0.0
670027,13.54103672236235,0.0382049210838896,0.9348139916017052,1.0,0.0,0.0,1.0,0.0
39103,50.75906211261282,0.3008704769698933,0.5725690431413963,1.0,0.0,1.0,0.0,0.0
725583,35.03588825184855,3.3802728367792296,0.8082956636899836,1.0,0.0,0.0,0.0,0.0
45005,2.863393126518909,0.1437973845162135,1.2780816470242424,1.0,0.0,0.0,1.0,0.0
258348,5.367000251431344,3.825213409765919,0.6509778783991088,1.0,0.0,0.0,0.0,0.0
788153,0.5408257634588283,5.519974996511888,0.5714264299541191,0.0,1.0,0.0,1.0,0.0
604184,1.3413815394378346,0.7585596406829299,7.088012899205416,0.0,0.0,0.0,1.0,1.0
281423,40.89009261597578,0.5669223473595243,1.8485626338393792,1.0,0.0,0.0,1.0,0.0
756852,227.9934045648525,0.0474594003483234,1.9702410963854613,1.0,0.0,0.0,0.0,0.0
449364,5.068713846265208,6.503209891448184,2.0812854209751577,1.0,1.0,0.0,0.0,0.0
82349,14.761270916599942,0.6277545268693444,0.2397984204632541,1.0,0.0,0.0,0.0,0.0
319615,0.7820417555919882,0.0538468048317306,3.537045757500397,0.0,0.0,0.0,0.0,0.0
